Predictor variable,Categorical,Sample average
bio14,false,40.45293206182019
bio18,false,485.1843314335264
bio3,false,55.01495887493265
bio4,false,345.9521210769127
bio7,false,21.459993822821254
bio9,false,19.158216081816576
distanciarios,false,0.09030119361805505
elevacion,false,538.8275862068965
primaria,false,142.17241379310346
