variable,x,y
elevacion,-404.2,0.0
elevacion,-394.5472,0.0
elevacion,-384.8944,0.0
elevacion,-375.2416,0.0
elevacion,-365.5888,0.0
elevacion,-355.936,0.0
elevacion,-346.28319999999997,0.0
elevacion,-336.6304,0.0
elevacion,-326.9776,0.0
elevacion,-317.3248,0.0
elevacion,-307.67199999999997,0.0
elevacion,-298.0192,0.0
elevacion,-288.3664,0.0
elevacion,-278.7136,0.0
elevacion,-269.0608,0.0
elevacion,-259.408,0.0
elevacion,-249.7552,0.0
elevacion,-240.10240000000002,0.0
elevacion,-230.4496,0.0
elevacion,-220.79680000000002,0.0
elevacion,-211.14399999999998,0.0
elevacion,-201.4912,0.0
elevacion,-191.8384,0.0
elevacion,-182.1856,0.0
elevacion,-172.5328,0.0
elevacion,-162.88000000000002,0.0
elevacion,-153.2272,0.0
elevacion,-143.57440000000003,0.0
elevacion,-133.9216,0.0
elevacion,-124.26880000000006,0.0
elevacion,-114.61599999999999,0.0
elevacion,-104.96319999999997,0.0
elevacion,-95.31040000000002,0.0
elevacion,-85.6576,0.0
elevacion,-76.00480000000005,0.0
elevacion,-66.35199999999998,0.0
elevacion,-56.69920000000002,0.0
elevacion,-47.046400000000006,0.0
elevacion,-37.39360000000005,0.0
elevacion,-27.740800000000036,0.0
elevacion,-18.087999999999965,0.0
elevacion,-8.435200000000009,0.0
elevacion,1.2176000000000045,0.0518515519797802
elevacion,10.870399999999961,0.06743695586919785
elevacion,20.523199999999974,0.0874762311577797
elevacion,30.17599999999993,0.11308646947145462
elevacion,39.8288,0.14555886387825012
elevacion,49.481600000000014,0.18630999326705933
elevacion,59.13439999999997,0.2367672622203827
elevacion,68.78719999999998,0.29815492033958435
elevacion,78.43999999999994,0.3711474537849426
elevacion,88.09280000000001,0.44464927911758423
elevacion,97.74559999999997,0.5241600871086121
elevacion,107.39839999999998,0.6084621548652649
elevacion,117.05119999999994,0.6938649415969849
elevacion,126.70400000000001,0.7755654454231262
elevacion,136.35679999999996,0.8482924699783325
elevacion,146.00960000000003,0.9074299931526184
elevacion,155.66239999999988,0.9497008323669434
elevacion,165.31519999999995,0.9456158876419067
elevacion,174.96800000000002,0.9412987232208252
elevacion,184.62079999999997,0.9367446303367615
elevacion,194.27360000000004,0.9319490790367126
elevacion,203.9263999999999,0.9269083142280579
elevacion,213.57919999999996,0.9216189980506897
elevacion,223.23200000000003,0.9160784482955933
elevacion,232.88479999999998,0.9102844595909119
elevacion,242.53759999999994,0.9042356014251709
elevacion,252.1903999999999,0.8979310393333435
elevacion,261.84319999999997,0.8913705945014954
elevacion,271.49600000000004,0.8845546245574951
elevacion,281.1488,0.8774843811988831
elevacion,290.80159999999995,0.8701615929603577
elevacion,300.4543999999999,0.8625887632369995
elevacion,310.1072,0.8547690510749817
elevacion,319.76000000000005,0.846706211566925
elevacion,329.4127999999999,0.8384047150611877
elevacion,339.06559999999996,0.8298695683479309
elevacion,348.7183999999999,0.821106493473053
elevacion,358.3712,0.8121216893196106
elevacion,368.02400000000006,0.8029220104217529
elevacion,377.6767999999999,0.7935146689414978
elevacion,387.32959999999997,0.7839076519012451
elevacion,396.9823999999999,0.7741092443466187
elevacion,406.6352,0.7641281485557556
elevacion,416.28799999999984,0.7539734840393066
elevacion,425.9407999999999,0.7436548471450806
elevacion,435.5936,0.7331820130348206
elevacion,445.24639999999994,0.7225651741027832
elevacion,454.8992,0.7118146419525146
elevacion,464.55199999999985,0.7009410262107849
elevacion,474.2047999999999,0.6899551749229431
elevacion,483.8576,0.6788678765296936
elevacion,493.51039999999995,0.6676902174949646
elevacion,503.1632,0.6564748883247375
elevacion,512.8159999999998,0.6459513306617737
elevacion,522.4687999999999,0.6387143135070801
elevacion,532.1216,0.6340031027793884
elevacion,541.7744,0.6301109194755554
elevacion,551.4271999999999,0.6274564862251282
elevacion,561.0799999999999,0.6248879432678223
elevacion,570.7328,0.6222752332687378
elevacion,580.3856000000001,0.6196184158325195
elevacion,590.0383999999999,0.6169177293777466
elevacion,599.6912,0.6141732931137085
elevacion,609.3439999999998,0.6113853454589844
elevacion,618.9967999999999,0.6085540652275085
elevacion,628.6496,0.6056796312332153
elevacion,638.3023999999998,0.6027623414993286
elevacion,647.9551999999999,0.5998024940490723
elevacion,657.608,0.5968002080917358
elevacion,667.2607999999998,0.593755841255188
elevacion,676.9135999999999,0.5906696915626526
elevacion,686.5663999999999,0.5875420570373535
elevacion,696.2192,0.5843732357025146
elevacion,705.8719999999998,0.5811636447906494
elevacion,715.5247999999997,0.5779135823249817
elevacion,725.1775999999998,0.5746234059333801
elevacion,734.8303999999998,0.5712935924530029
elevacion,744.4831999999999,0.567924439907074
elevacion,754.136,0.564516544342041
elevacion,763.7887999999998,0.5610702037811279
elevacion,773.4415999999999,0.5575859546661377
elevacion,783.0944,0.5540642142295837
elevacion,792.7472,0.5505055785179138
elevacion,802.3999999999999,0.5469105243682861
elevacion,812.0527999999997,0.5432795882225037
elevacion,821.7055999999998,0.5396133065223694
elevacion,831.3583999999998,0.535912275314331
elevacion,841.0111999999999,0.5321770906448364
elevacion,850.664,0.528408408164978
elevacion,860.3167999999998,0.5246067643165588
elevacion,869.9695999999999,0.5207728743553162
elevacion,879.6224,0.5169073939323425
elevacion,889.2751999999998,0.5130109786987305
elevacion,898.9279999999999,0.5090844035148621
elevacion,908.5807999999997,0.5051282644271851
elevacion,918.2335999999998,0.5011433959007263
elevacion,927.8863999999999,0.49713054299354553
elevacion,937.5391999999999,0.4930904805660248
elevacion,947.192,0.48902395367622375
