Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,bio14 contribution,bio18 contribution,bio3 contribution,bio4 contribution,bio7 contribution,bio9 contribution,distanciarios contribution,elevacion contribution,primaria contribution,bio14 permutation importance,bio18 permutation importance,bio3 permutation importance,bio4 permutation importance,bio7 permutation importance,bio9 permutation importance,distanciarios permutation importance,elevacion permutation importance,primaria permutation importance,Training gain without bio14,Training gain without bio18,Training gain without bio3,Training gain without bio4,Training gain without bio7,Training gain without bio9,Training gain without distanciarios,Training gain without elevacion,Training gain without primaria,Training gain with only bio14,Training gain with only bio18,Training gain with only bio3,Training gain with only bio4,Training gain with only bio7,Training gain with only bio9,Training gain with only distanciarios,Training gain with only elevacion,Training gain with only primaria,Test gain without bio14,Test gain without bio18,Test gain without bio3,Test gain without bio4,Test gain without bio7,Test gain without bio9,Test gain without distanciarios,Test gain without elevacion,Test gain without primaria,Test gain with only bio14,Test gain with only bio18,Test gain with only bio3,Test gain with only bio4,Test gain with only bio7,Test gain with only bio9,Test gain with only distanciarios,Test gain with only elevacion,Test gain with only primaria,AUC without bio14,AUC without bio18,AUC without bio3,AUC without bio4,AUC without bio7,AUC without bio9,AUC without distanciarios,AUC without elevacion,AUC without primaria,AUC with only bio14,AUC with only bio18,AUC with only bio3,AUC with only bio4,AUC with only bio7,AUC with only bio9,AUC with only distanciarios,AUC with only elevacion,AUC with only primaria,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
Xiphophorus_multilineatus,7,1.6353,2.0908,100,0.9608,1,2.0031,0.9640,-1.0000,10007,0.0000,86.3114,0.0000,0.0000,1.4671,0.0000,0.0000,7.2689,4.9527,0.0000,78.0243,0.0000,0.0000,2.0272,0.0000,0.0000,0.3790,19.5695,1.6353,0.8977,1.6353,1.6353,1.5923,1.6353,1.6353,1.6325,1.4900,0.5188,1.3590,0.5365,0.6406,0.0013,0.4161,0.0000,0.6764,0.0000,2.0031,1.5117,2.0031,2.0031,1.8750,2.0031,2.0031,1.9796,1.5451,0.6614,1.1727,0.7820,1.0783,-0.0042,0.7179,0.0000,1.0782,0.0000,0.9640,0.9528,0.9640,0.9640,0.9612,0.9640,0.9640,0.9623,0.9340,0.9085,0.9061,0.8635,0.9283,0.5010,0.8802,0.5000,0.8746,0.5000,7.5757,0.1114,1.0000,0.0106,0.4725,0.0000,0.0000,4.725E-1,5.0000,0.0823,0.2643,0.0000,0.0000,2.643E-1,10.0000,0.1578,0.1865,0.0000,0.0000,1.865E-1,13.8203,0.2285,0.1505,0.0000,0.0000,1.505E-1,13.8203,0.2285,0.1505,0.0000,0.0000,1.505E-1,14.9009,0.2498,0.1429,0.1429,0.0000,1.429E-1,13.8203,0.2285,0.1505,0.0000,0.0000,1.505E-1,54.6584,0.7641,0.0360,0.4286,0.0000,3.597E-2,54.6584,0.7641,0.0360,0.4286,0.0000,3.597E-2,4.4555,0.0750,0.2773,0.0000,0.0000,2.773E-1,9.2888,0.1487,0.1949,0.0000,0.0000,1.949E-1
