Predictor variable,Categorical,Sample average
bio14,false,28.26075690133231
bio18,false,580.0493251255581
bio3,false,52.803622654506135
bio4,false,388.2754690987723
bio7,false,22.52925137111119
bio9,false,20.15928704398019
distanciarios,false,0.0837954669924719
elevacion,false,192.0
primaria,false,118.42857142857143
