Predictor variable,Categorical,Sample average
bio14,false,38.64909000396729
bio18,false,630.7284698486328
bio3,false,52.35264720916748
bio4,false,385.5018768310547
bio7,false,22.12616910934448
bio9,false,20.16803550720215
distanciarios,false,0.08057761383242905
elevacion,false,184.75
primaria,false,127.85
