x,y,raw,cumulative,Cloglog
-99.662180296819,20.144604098652998,7.17785E-13,0.000000014,0
-99.09551366655501,19.852937450723,3.4606E-12,0.000000302,0.000000002
-99.695513628011,23.936270521742998,4.36848E-12,0.000000383,0.000000002
-97.912180409239,22.286270627739,3.81817E-5,2.422645807,0.018557221
-100.42884691423501,22.302937293335,5.34207E-11,0.000003693,0.000000026
-98.137180394785,21.027937375241,2.36026E-5,1.479370608,0.011512439
-99.47884697526301,22.144603970172998,1.58746E-9,0.000080864,0.000000779
-100.362180251851,22.736270598831,2.40845E-11,0.000001719,0.000000012
-100.245513592679,21.844603989444998,4.5153E-11,0.000003278,0.000000022
-98.528847036291,22.919603920387,5.62902E-7,0.007528,0.000276116
-98.77051368743301,21.502937344727,2.09684E-3,40.674956547,0.642523993
-98.570513700281,21.469604013535,4.77144E-5,2.994983188,0.023136366
-99.253846989717,20.636270733735,5.8311E-13,0.000000009,0
-99.328846984899,21.727937330273,3.46051E-6,0.080667479,0.001696251
-99.22051365852501,22.944603918781,3.0041E-5,1.887906533,0.014629757
-99.64551363122301,23.927937188945,3.24434E-11,0.000002427,0.000000016
-100.978846878903,21.761270661464998,1.04221E-11,0.000000796,0.000000005
-98.52051370349301,19.711270793157,7.5145E-12,0.000000611,0.000000004
-98.920513677797,20.427937413785,1.04537E-12,0.000000032,0.000000001
-99.170513661737,21.277937359181,2.59174E-10,0.00001533,0.000000127
-100.67884689817501,22.052937309395,2.73537E-12,0.000000214,0.000000001
-99.84551361837501,22.044603976597,9.24567E-10,0.000053176,0.000000454
-98.620513697069,20.019604106682998,6.36977E-13,0.000000011,0
-98.553847034685,19.836270785127,5.72898E-13,0.000000009,0
-99.453846976869,21.561270674313,6.98658E-9,0.000196188,0.000003428
-99.662180296819,23.919603856147,5.18087E-12,0.000000441,0.000000003
-99.203846992929,22.102937306183,1.43914E-4,8.153640408,0.06816811
-99.495513640859,20.769604058503,2.67348E-10,0.000015803,0.000000131
-99.245513656919,20.619604068139,7.7309E-13,0.000000017,0
-98.77051368743301,21.877937320637,4.64769E-5,2.905312895,0.022543111
-98.93718034339301,19.611270799581,2.98372E-11,0.000002209,0.000000015
-98.553847034685,21.777937327061,1.61823E-5,0.935100808,0.007907433
-100.328846920659,21.336270688767,3.30118E-11,0.000002454,0.000000016
-99.88718028236501,20.986270711251,6.8094E-11,0.000004472,0.000000033
-99.995513608739,21.436270682343,5.42746E-10,0.000031266,0.000000266
-100.05384693832501,21.177937365605,2.65273E-12,0.000000205,0.000000001
-99.67884696241501,23.911270523349,5.7372E-11,0.00000392,0.000000028
-99.253846989717,21.319604023171,6.91143E-9,0.000194097,0.000003391
-99.153846996141,19.244604156469,2.44863E-12,0.000000179,0.000000001
-98.495513705099,21.302937357575,3.6072E-5,2.292258364,0.01754088
-98.545513701887,22.752937264427,1.62162E-5,0.939964417,0.007923925
-98.56218036748301,19.677937461964998,9.05407E-12,0.000000698,0.000000004
-99.628846965627,23.911270523349,4.81563E-11,0.000003404,0.000000024
-100.620513568589,21.886270653434998,6.53193E-12,0.000000533,0.000000003
-99.078847000959,20.502937408967,3.44754E-12,0.000000301,0.000000002
-98.345513714735,22.402937286910998,8.02383E-6,0.434433351,0.003928675
-99.703846960809,23.902937190551,1.03374E-11,0.000000788,0.000000005
-100.103846935113,22.419603952507,2.79475E-10,0.000016377,0.000000137
-98.578847033079,21.077937372028998,1.60249E-4,8.903616832,0.075605881
-100.503846909417,21.944603983021,2.03511E-11,0.000001473,0.00000001
-100.087180269517,22.069603974991,1.68392E-9,0.000086559,0.000000826
-100.05384693832501,22.361270622920998,4.7384E-10,0.000027108,0.000000232
-99.51218030645501,22.911270587589,2.82341E-7,0.003659832,0.000138504
-98.695513692251,22.694603934841,5.73795E-6,0.223395889,0.002811024
-99.34551365049501,21.927937317425,2.25565E-5,1.419230877,0.011005015
-99.912180280759,20.877937384877,4.9605E-11,0.000003512,0.000000024
-100.620513568589,22.002937312607,3.71E-13,0.000000004,0
-98.628847029867,20.444604079381,8.78685E-11,0.000005555,0.000000043
-99.60384696723301,23.902937190551,4.71881E-11,0.000003352,0.000000023
