x,y,raw,cumulative,Cloglog
-99.662180296819,20.144604098652998,7.97913E-6,1.879353336,0.012260824
-99.09551366655501,19.852937450723,3.74248E-6,0.265848328,0.00576958
-99.695513628011,23.936270521742998,2.09628E-5,6.100904896,0.031891138
-97.912180409239,22.286270627739,1.79747E-7,0.000352034,0.000277869
-100.42884691423501,22.302937293335,1.85337E-5,5.453162909,0.028248438
-98.137180394785,21.027937375241,4.48444E-4,24.585867828,0.500098172
-99.47884697526301,22.144603970172998,3.47169E-5,8.193259821,0.052260911
-100.362180251851,22.736270598831,1.07669E-4,14.118085709,0.153349919
-100.245513592679,21.844603989444998,1.98845E-5,5.83560822,0.030275774
-98.528847036291,22.919603920387,4.20637E-6,0.398931059,0.006482407
-98.77051368743301,21.502937344727,1.17278E-3,54.150818324,0.83687679
-98.570513700281,21.469604013535,2.99796E-4,20.478266997,0.37093329
-99.253846989717,20.636270733735,2.59035E-6,0.056052053,0.003996951
-99.328846984899,21.727937330273,5.71795E-5,10.460332652,0.084610632
-99.22051365852501,22.944603918781,9.79851E-5,13.522682387,0.140578371
-99.64551363122301,23.927937188945,2.02253E-5,5.921807575,0.030786651
-100.978846878903,21.761270661464998,3.62885E-6,0.234879673,0.005594893
-98.52051370349301,19.711270793157,4.20758E-6,0.399772521,0.006484259
-98.920513677797,20.427937413785,4.84071E-6,0.624959622,0.00745633
-99.170513661737,21.277937359181,4.03416E-5,8.818072039,0.060467145
-100.67884689817501,22.052937309395,1.24335E-5,3.670292511,0.019039938
-99.84551361837501,22.044603976597,6.35781E-6,1.152332334,0.009781718
-98.620513697069,20.019604106682998,4.82459E-6,0.623026404,0.007431589
-98.553847034685,19.836270785127,4.38643E-6,0.45910392,0.006758959
-99.453846976869,21.561270674313,1.85337E-5,5.455016281,0.028248474
-99.662180296819,23.919603856147,2.00967E-5,5.895583877,0.03059387
-99.203846992929,22.102937306183,4.21377E-5,9.012015588,0.063072647
-99.495513640859,20.769604058503,2.90587E-6,0.089365557,0.004482715
-99.245513656919,20.619604068139,3.19074E-6,0.132016054,0.004921078
-98.77051368743301,21.877937320637,2.81454E-5,7.351756853,0.042582606
-98.93718034339301,19.611270799581,3.73712E-6,0.263978044,0.005761335
-98.553847034685,21.777937327061,1.17062E-5,3.365738439,0.017936192
-100.328846920659,21.336270688767,7.25105E-6,1.528803662,0.011148305
-99.88718028236501,20.986270711251,2.5651E-6,0.05295854,0.003958064
