variable,x,y
bio18,58.8006591796875,0.0
bio18,60.31498095703125,0.0
bio18,61.829302734375,0.0
bio18,63.34362451171875,0.0
bio18,64.8579462890625,0.0
bio18,66.37226806640625,0.0
bio18,67.88658984375,0.0
bio18,69.40091162109375,0.0
bio18,70.9152333984375,0.0
bio18,72.42955517578125,0.0
bio18,73.943876953125,0.0
bio18,75.45819873046875,0.0
bio18,76.9725205078125,0.0
bio18,78.48684228515626,0.0
bio18,80.0011640625,0.0
bio18,81.51548583984375,0.0
bio18,83.0298076171875,0.0
bio18,84.54412939453125,0.0
bio18,86.05845117187499,0.0
bio18,87.57277294921874,0.0
bio18,89.0870947265625,0.0
bio18,90.60141650390625,0.0
bio18,92.11573828125,0.0
bio18,93.63006005859376,0.0
bio18,95.14438183593751,0.0
bio18,96.65870361328125,0.0
bio18,98.173025390625,0.0
bio18,99.68734716796875,0.0
bio18,101.20166894531249,0.0
bio18,102.71599072265624,0.0
bio18,104.2303125,0.0
bio18,105.74463427734375,0.0
bio18,107.2589560546875,0.0
bio18,108.77327783203125,0.0
bio18,110.28759960937501,0.0
bio18,111.80192138671876,0.0
bio18,113.3162431640625,0.0
bio18,114.83056494140625,0.0
bio18,116.34488671874999,0.0
bio18,117.85920849609374,0.0
bio18,119.3735302734375,0.0
bio18,120.88785205078125,0.0
bio18,122.402173828125,3.7083608913235366E-4
bio18,123.91649560546875,3.816401294898242E-4
bio18,125.4308173828125,3.927588986698538E-4
bio18,126.94513916015624,4.042015061713755E-4
bio18,128.4594609375,4.159774398431182E-4
bio18,129.97378271484376,4.2809644946828485E-4
bio18,131.48810449218752,4.4056831393390894E-4
bio18,133.00242626953127,4.534035688266158E-4
bio18,134.516748046875,4.666126624215394E-4
bio18,136.03106982421875,4.802063631359488E-4
bio18,137.5453916015625,4.941961378790438E-4
bio18,139.05971337890625,5.085932207293808E-4
bio18,140.57403515625,5.234097479842603E-4
bio18,142.08835693359373,5.386578268371522E-4
bio18,143.60267871093748,5.543497973121703E-4
bio18,145.11700048828123,5.704989307560027E-4
bio18,146.631322265625,5.87118265684694E-4
bio18,148.14564404296874,6.042217137292027E-4
bio18,149.6599658203125,6.21823244728148E-4
bio18,151.17428759765625,6.399372359737754E-4
bio18,152.688609375,6.585788796655834E-4
bio18,154.20293115234375,6.777631351724267E-4
bio18,155.7172529296875,6.975063006393611E-4
bio18,157.23157470703126,7.178241503424942E-4
bio18,158.745896484375,7.387338555417955E-4
bio18,160.26021826171876,7.602523546665907E-4
bio18,161.77454003906252,7.823972264304757E-4
bio18,163.28886181640627,8.051870972849429E-4
bio18,164.80318359375002,8.286403026431799E-4
