Predictor variable,Categorical,Sample average
bio14,false,35.31634855270386
bio18,false,476.4510548909505
bio3,false,58.274834950764976
bio4,false,299.6894897460937
bio7,false,21.03812942504883
bio9,false,17.874699274698894
distanciarios,false,0.07187564472357431
elevacion,false,956.4666666666667
primaria,false,143.0
