"","acceptedNameUsage","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","basisOfRecord","bibliographicCitation","catalogNumber","cloc","collectionCode","collectionID","collectionKey","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","day","depth","depthAccuracy","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","family","familyKey","fieldNumber","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferenceRemarks","georeferenceSources","habitat","higherClassification","higherGeography","hostingOrganizationKey","identificationID","identificationRemarks","identifiedBy","identifier","individualCount","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","isSequenced","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","locality","locationID","lon","modified","month","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","references","rightsHolder","samplingProtocol","scientificName","scientificNameID","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimEventDate","verbatimLocality","vernacularName","waterBody","year","downloadDate"
"2",NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",2350194,NA,"San Luis Potosi","Ciudad Valles",NA,"OCCURRENCE",NA,"10548","Rio Coy, SLP., San Luis Potosi, Ciudad Valles, Mexico, NORTH_AMERICA","CNPE",NA,NA,"NORTH_AMERICA",0,NA,"Mexico",308,NA,"8502ed8e-f762-11e1-a439-00145eb45e9a",NA,20,0,0,NA,0,0,51,NA,"1988-02-20",NA,"Poeciliidae",7659,NA,"Mexico","46414818","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84",NA,NA,NA,NA,NA,"b459e790-0d3c-11d9-8431-b8a03c50a862",NA,NA,"Morris, M. & Ryan, M.",NA,NA,"601d6198-f762-11e1-a439-00145eb45e9a","IBUNAM",NA,NA,TRUE,"MX",FALSE,"DD",46414818,"Animalia",1,NA,"2024-08-21T05:26:45.864+00:00","2024-08-21T05:27:11.728+00:00","2024-08-21T05:27:11.728+00:00",21.799999,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Rio Coy, SLP.",NA,-98.900001,NA,2,NA,NA,NA,NA,NA,"PRESENT","Cyprinodontiformes",547,NA,NA,NA,"Chordata",44,NA,NA,NA,"DWC_ARCHIVE","LATIN_AMERICA","MX","b459e790-0d3c-11d9-8431-b8a03c50a862","Morris, M. & Ryan, M.",NA,NA,NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",NA,"Xiphophorus multilineatus",2350194,"multilineatus",51,NA,2350194,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,1988,2024-08-29
"3",NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",2350194,NA,"San Luis Potosi",NA,NA,"PRESERVED_SPECIMEN",NA,"000021579","Rio Coy, bridge 85 site, San Luis Potosi, Mexico, NORTH_AMERICA","Ichthyology Collection",NA,NA,"NORTH_AMERICA",NA,90,"Mexico",457,NA,"6080b6cc-1c24-41ff-ad7f-0ebe7b56f311",NA,20,NA,NA,NA,NA,NA,51,NA,"1988-02-20","Old coll. method: : Seine","Poeciliidae",7659,"Z21579","Mexico","1932817302","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84","Assuming this is ""RIO COY AT HIGHWAY 85""; please refine description if applicable.",NA,NA,NA,"San Luis Potosi, Mexico","3c6ad080-bdbe-11da-ac59-b8a03c50a862",NA,"Originally cataloged as X. nigrensis, name changed as per Rauchenberger, et al. 1990, Am. Mus. Nov. #2975. 21 of original 30 (not 32) re-cataloged as TNHC 25023 and given as gift to UNAM.",NA,"550708c8-9ef9-11e3-abb4-002219aba676",NA,"db7e3f20-3966-4c50-b747-4dfc7b3d3874","TNHC",NA,"c8e1cb04-01ef-4804-a716-11ef204cf41b",TRUE,"MX",FALSE,"DD",1932817302,"Animalia",1,NA,"2024-08-26T07:01:28.024+00:00","2024-08-26T07:02:18.482+00:00","2024-08-26T07:02:18.482+00:00",21.7496,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Rio Coy, bridge 85 site",NA,-98.9572,NA,2,NA,NA,NA,"550708c8-9ef9-11e3-abb4-002219aba676",NA,"PRESENT","Cyprinodontiformes",547,NA,NA,NA,"Chordata",44,"Fluid",NA,"TNHC","EML","NORTH_AMERICA","US","3c6ad080-bdbe-11da-ac59-b8a03c50a862","M. Ryan|M. Morris",NA,NA,NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",NA,"Xiphophorus multilineatus",2350194,"multilineatus",51,NA,2350194,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,1988,2024-08-29
"5","Xiphophorus multilineatus","Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",2350194,NA,"San luis potosi","CIUDAD VALLES",NA,"PRESERVED_SPECIMEN","Sánchez Cordero V., Magallón S., Espinosa, H., Reynoso V.H., Escalante, P. y Cervantes, F. 2021. Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM. Universidad Nacional Autónoma de México. Instituto de Biología. Bases de datos SNIB CONABIO (vertebrados), proyecto KE002. Ciudad de México","10548","Río Coy, SLP., San luis potosi, CIUDAD VALLES, Mexico, NORTH_AMERICA","CNPE","1692",NA,"NORTH_AMERICA",NA,70,"Mexico",7,"efe5b7f0301395bd086651e5b20b10f4","f6cc0fcc-1605-4bd4-bbea-dd12f697a2ba","Digitalización y Sistematización de las Colecciones Biológicas Nacionales del Instituto de Biología, UNAM",20,NA,NA,NA,NA,NA,51,NA,"1988-02-20",NA,"Poeciliidae",7659,"14-99","Mexico","4169250448","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84",NA,NA,NA,"Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862",NA,NA,"Morris, M.; Ryan, M.","67702d0e539e57b701083e41077d3790",21,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","IBUNAM","20","ceac6f9f-a4d0-453c-a232-c864bd10feaa",TRUE,"MX",FALSE,"DD",4169250448,"Animalia",1,"es","2023-09-15T08:35:14.547+00:00","2024-01-25T02:47:28.344+00:00","2024-01-25T02:47:28.344+00:00",21.8,"http://creativecommons.org/licenses/by/4.0/legalcode","Río Coy, SLP.",NA,-98.9,"2022-12-02T00:00:00.000+00:00",2,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"67702d0e539e57b701083e41077d3790",NA,"PRESENT","Cyprinodontiformes",547,NA,"Instituto de Biología, Universidad Nacional Autónoma de México","Xiphophorus","Chordata",44,"En alcohol etílico 70%",NA,"SNIB-KE002-KE0022012F-vertebrados","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Morris, M.; Ryan, M.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)",NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990","4186","Xiphophorus multilineatus",2350194,"multilineatus",51,"b4e86e3c44656df930ad5b0d3e546da9",2350194,"ACCEPTED","SPECIES",NA,"Event",NA,NA,NA,"espada pigmea rayada",NA,1988,2024-08-29
"6",NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",2350194,NA,"San Luis Potosi","Tanlajas",NA,"PRESERVED_SPECIMEN","Dean A. Hendrickson, and Adam E. Cohen. 2015. ""Fishes of Texas Project Database (Version 2.0)"", doi:10.17603/C3WC70. Accessed August    06, 2024","FOTX-TNHC_25023","San Luis Potosi, Tanlajas, Mexico, NORTH_AMERICA","Ichthyology Collection",NA,NA,"NORTH_AMERICA",NA,90,"Mexico",226,NA,"ba5b0f3a-73dd-459f-a7f1-9abc327aed00","Fishes of Texas Project",20,NA,NA,NA,NA,NA,51,NA,"1988-02-20","Salinity: F|Gear: Seine|","Poeciliidae",7659,"Z21579","Mexico","2564910823","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84",NA,NA,NA,NA,"North America|Mexico|San Luis Potosi|Tanlajas","3c6ad080-bdbe-11da-ac59-b8a03c50a862",NA,"Specimen not examined; ID derived from synonymization to GBIF backbone and synonyms in FoTX taxonomy | derived from effort to match GBIF backbone and FoTX synonyms",NA,"69ccb585-2b47-4928-8333-36f138ec1874",21,"db7e3f20-3966-4c50-b747-4dfc7b3d3874","University of Texas Biodiversity Collections (UTBC)",NA,NA,TRUE,"MX",FALSE,"DD",2564910823,"Animalia",1,NA,"2024-08-13T23:37:53.902+00:00","2024-08-13T23:54:17.670+00:00","2024-08-13T23:54:17.670+00:00",21.74958,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,-98.957166,NA,2,NA,NA,NA,"69ccb585-2b47-4928-8333-36f138ec1874","MinSL: 0|MaxSL: 0|Questionable: No|Current: Yes|Cataloger/Year: CKM|Primary Remarks: Originally cataloged as X. nigrensis, name changed as per Rauchenberger, et al. 1990, Am. Mus. Nov. #2975. Originally part of TNHC 21579; given as gift to UNAM-Sep97.|","PRESENT","Cyprinodontiformes",547,"TNHC_25023",NA,NA,"Chordata",44,NA,NA,"FoTX","EML","NORTH_AMERICA","US","3c6ad080-bdbe-11da-ac59-b8a03c50a862","M. Morris|M. Ryan","http://www.fishesoftexas.org/specimen/TNHC_25023",NA,NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",NA,"Xiphophorus multilineatus",2350194,"multilineatus",51,NA,2350194,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,1988,2024-08-29
"20","Xiphophorus multilineatus","Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",2350194,NA,"San luis potosi","CIUDAD VALLES","Álvarez del Villar, J. 1970. Peces Mexicanos (Claves). Secretaría de Industria y Comercio, Instituto Nacional de Investigaciones Biológico Pesqueras. Comisión Nacional Consultiva de Pesca, México, D. F. 166 pp.","PRESERVED_SPECIMEN","Soto-Galera, E., L. Alcántara-Soria & J. Paulo-Maya. 2018. Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, Confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja. Escuela Nacional de Ciencias Biológicas. Instituto Politécnico Nacional. Base de datos SNIB-CONABIO, Proyecto No. LI038, HA026, FM027, FM017, W040, Y026, T027, S115, L051 y P006. Ciudad de México","P3623","Ciudad Valles, 12 km al O en el río Nacimiento, San luis potosi, CIUDAD VALLES, Mexico, NORTH_AMERICA","ENCB-IPN-P","37",NA,"NORTH_AMERICA",NA,70,"Mexico",161,"49071cc083acbeb23c5a8a2cd7190e16","ec79bfca-83fc-4f89-baad-9a76d320953b","Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja",5,0,0,"Otros Datos Ejemplar / Abundancia: 18 Otros Datos Ejemplar / Capturista: adelina Otros Datos Ejemplar / FechaCapturaEjemplar: 17/05/2001 08:41:51 a. m.",0,0,217,NA,"1971-08-05",NA,"Poeciliidae",7659,"NO DISPONIBLE","Mexico","2629251037","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84",NA,"Mapa, INEGI, 1990, 1:1 000 000","Dulceacuícola","Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862","7146",NA,"Enríquez-Barragán, M. A.","48b40725ea1b7a90c68b6795cdfeada3",18,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","ENCB-IPN","17","e89b5741-a9de-46c8-9acf-01e785bc36ab",FALSE,"MX",FALSE,"DD",2629251037,"Animalia",1,"es","2023-08-31T06:54:40.190+00:00","2024-01-25T01:47:47.942+00:00","2024-01-25T01:47:47.942+00:00",21.997222,"http://creativecommons.org/licenses/by/4.0/legalcode","Ciudad Valles, 12 km al O en el río Nacimiento","818",-98.923055,"2021-03-19T00:00:00.000+00:00",8,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"48b40725ea1b7a90c68b6795cdfeada3",NA,"PRESENT","Cyprinodontiformes",547,NA,"Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Xiphophorus","Chordata",44,"Formol al 10%",NA,"SNIB-LI038-LI0381806F_SIB2018.10.02-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","García, E.; Álvarez-Solórzano, T.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)",NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990","178976","Xiphophorus multilineatus",2350194,"multilineatus",217,"d082a10757b61cb970933e1dd7421296",2350194,"ACCEPTED","SPECIES",NA,"Event","grados minutos segundos",NA,NA,"espada pigmeo rayado, livebearers, espada pigmea rayada",NA,1971,2024-08-29
"21","Xiphophorus multilineatus","Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",2350194,NA,"San luis potosi","TANLAJAS","Álvarez del Villar, J. 1970. Peces Mexicanos (Claves). Secretaría de Industria y Comercio, Instituto Nacional de Investigaciones Biológico Pesqueras. Comisión Nacional Consultiva de Pesca, México, D. F. 166 pp.","PRESERVED_SPECIMEN","Soto-Galera, E., L. Alcántara-Soria & J. Paulo-Maya. 2018. Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, Confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja. Escuela Nacional de Ciencias Biológicas. Instituto Politécnico Nacional. Base de datos SNIB-CONABIO, Proyecto No. LI038, HA026, FM027, FM017, W040, Y026, T027, S115, L051 y P006. Ciudad de México","P3625","Pujal, 12 km al S, en el Río Coy, San luis potosi, TANLAJAS, Mexico, NORTH_AMERICA","ENCB-IPN-P","37",NA,"NORTH_AMERICA",NA,70,"Mexico",161,"49071cc083acbeb23c5a8a2cd7190e16","ec79bfca-83fc-4f89-baad-9a76d320953b","Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja",5,0,0,"Otros Datos Ejemplar / Abundancia: 124 Otros Datos Ejemplar / Capturista: adelina Otros Datos Ejemplar / FechaCapturaEjemplar: 17/05/2001 08:44:14 a. m.",0,0,217,NA,"1971-08-05",NA,"Poeciliidae",7659,"NO DISPONIBLE","Mexico","2629254778","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84",NA,"Mapa, INEGI, 1990, 1:1 000 000","Dulceacuícola","Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862","7147",NA,"Enríquez-Barragán, M. A.","dba356e12259e68ac96209b6b06b1a65",124,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","ENCB-IPN","17","e89b5741-a9de-46c8-9acf-01e785bc36ab",FALSE,"MX",FALSE,"DD",2629254778,"Animalia",1,"es","2023-08-31T06:54:40.190+00:00","2024-01-25T01:47:48.419+00:00","2024-01-25T01:47:48.419+00:00",21.700278,"http://creativecommons.org/licenses/by/4.0/legalcode","Pujal, 12 km al S, en el Río Coy","1656",-98.903889,"2021-03-19T00:00:00.000+00:00",8,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"dba356e12259e68ac96209b6b06b1a65",NA,"PRESENT","Cyprinodontiformes",547,NA,"Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Xiphophorus","Chordata",44,"Formol al 10%",NA,"SNIB-LI038-LI0381806F_SIB2018.10.02-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Ocaña-Marín, A.; García, E.; Álvarez-Solórzano, T.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)",NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990","178976","Xiphophorus multilineatus",2350194,"multilineatus",217,"d082a10757b61cb970933e1dd7421296",2350194,"ACCEPTED","SPECIES",NA,"Event","grados minutos segundos",NA,NA,"espada pigmeo rayado, livebearers, espada pigmea rayada",NA,1971,2024-08-29
"22","Xiphophorus multilineatus","Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",2350194,NA,"Veracruz de ignacio de la llave","TUXPAN","Rauchenberger,M., K. D. Kallman & D. C. Morizot. 1990. Monophyly and Geography of the Rio Panuco Basin Swordtails (Genus Xiphophorus) with Descriptions of Four New Species. American Museum Novitates. (2975):1-141. American Museum of Natural History, U.S.A.","PRESERVED_SPECIMEN","Soto-Galera, E., L. Alcántara-Soria & J. Paulo-Maya. 2018. Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, Confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja. Escuela Nacional de Ciencias Biológicas. Instituto Politécnico Nacional. Base de datos SNIB-CONABIO, Proyecto No. LI038, HA026, FM027, FM017, W040, Y026, T027, S115, L051 y P006. Ciudad de México","P1284","Km 19 de la carretera Tuxpan - Tampico, Veracruz de ignacio de la llave, TUXPAN, Mexico, NORTH_AMERICA","ENCB-IPN-P","37",NA,"NORTH_AMERICA",NA,70,"Mexico",161,"49071cc083acbeb23c5a8a2cd7190e16","ec79bfca-83fc-4f89-baad-9a76d320953b","Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja",3,0,0,"Otros Datos Ejemplar / Abundancia: 12 Otros Datos Ejemplar / Capturista: Adelina Otros Datos Ejemplar / FechaCapturaEjemplar: 26/05/2001 09:50:36 a. m.",0,0,154,NA,"1970-06-03",NA,"Poeciliidae",7659,"NO DISPONIBLE","Mexico","2629248815","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84",NA,"Mapa, INEGI, 1990, 1:1 000 000","Dulceacuícola","Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862","16437",NA,"Soto-Galera, E.; Alcántara-Soria, L.; Pérez-Miranda, F.","aff600c242d83544d6d6f388a72a74b7",12,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","ENCB-IPN","17","e89b5741-a9de-46c8-9acf-01e785bc36ab",FALSE,"MX",FALSE,"DD",2629248815,"Animalia",1,"es","2023-08-31T06:54:40.190+00:00","2024-01-25T01:47:48.100+00:00","2024-01-25T01:47:48.100+00:00",21.076667,"http://creativecommons.org/licenses/by/4.0/legalcode","Km 19 de la carretera Tuxpan - Tampico","1045",-97.442222,"2021-03-19T00:00:00.000+00:00",6,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"aff600c242d83544d6d6f388a72a74b7",NA,"PRESENT","Cyprinodontiformes",547,NA,"Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Xiphophorus","Chordata",44,"Formol al 10%","Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990 detrminó Enríquez-Barragán, M. A. fecha: 2001.4.24","SNIB-LI038-LI0381806F_SIB2018.10.02-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Álvarez del Villar, J.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)",NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990","178976","Xiphophorus multilineatus",2350194,"multilineatus",154,"d082a10757b61cb970933e1dd7421296",2350194,"ACCEPTED","SPECIES",NA,"Event","grados minutos segundos",NA,NA,"espada pigmeo rayado, livebearers, espada pigmea rayada",NA,1970,2024-08-29
"23","Xiphophorus multilineatus","Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",2350194,NA,"Puebla","XICOTEPEC","Rauchenberger,M., K. D. Kallman & D. C. Morizot. 1990. Monophyly and Geography of the Rio Panuco Basin Swordtails (Genus Xiphophorus) with Descriptions of Four New Species. American Museum Novitates. (2975):1-141. American Museum of Natural History, U.S.A.","PRESERVED_SPECIMEN","Soto-Galera, E., L. Alcántara-Soria & J. Paulo-Maya. 2018. Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, Confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja. Escuela Nacional de Ciencias Biológicas. Instituto Politécnico Nacional. Base de datos SNIB-CONABIO, Proyecto No. LI038, HA026, FM027, FM017, W040, Y026, T027, S115, L051 y P006. Ciudad de México","P936","Villa Juárez, al SO de Coronel Tito Hernández, Puebla, XICOTEPEC, Mexico, NORTH_AMERICA","ENCB-IPN-P","37",NA,"NORTH_AMERICA",NA,80,"Mexico",161,"49071cc083acbeb23c5a8a2cd7190e16","ec79bfca-83fc-4f89-baad-9a76d320953b","Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja",21,0,0,"Otros Datos Ejemplar / Abundancia: 106 Otros Datos Ejemplar / Capturista: Jorge Otros Datos Ejemplar / FechaCapturaEjemplar: 12/02/2001 12:10:52 p. m.",0,0,325,NA,"1965-11-21",NA,"Poeciliidae",7659,"NO DISPONIBLE","Mexico","2629251644","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84",NA,"Mapa, INEGI, 1990, 1:1 000 000","Dulceacuícola","Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862","16438",NA,"Soto-Galera, E.; Alcántara-Soria, L.; Pérez-Miranda, F.","78525214508eadd55105f3264bb4c765",106,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","ENCB-IPN","17","e89b5741-a9de-46c8-9acf-01e785bc36ab",FALSE,"MX",FALSE,"DD",2629251644,"Animalia",1,"es","2023-08-31T06:54:40.190+00:00","2024-01-25T01:47:46.399+00:00","2024-01-25T01:47:46.399+00:00",20.414444,"http://creativecommons.org/licenses/by/4.0/legalcode","Villa Juárez, al SO de Coronel Tito Hernández","2425",-97.817222,"2021-03-19T00:00:00.000+00:00",11,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"78525214508eadd55105f3264bb4c765",NA,"PRESENT","Cyprinodontiformes",547,NA,"Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Xiphophorus","Chordata",44,"Formol al 10%","Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990 detrminó Soto-Galera, E. & Alcántara-Soria, L. & Pérez-Miranda, F. fecha: 2012.11.21","SNIB-LI038-LI0381806F_SIB2018.10.02-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Álvarez del Villar, J.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)",NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990","178976","Xiphophorus multilineatus",2350194,"multilineatus",325,"d082a10757b61cb970933e1dd7421296",2350194,"ACCEPTED","SPECIES",NA,"Event","grados minutos segundos",NA,NA,"espada pigmeo rayado, livebearers, espada pigmea rayada",NA,1965,2024-08-29
"24","Xiphophorus multilineatus","Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990",2350194,NA,"San luis potosi","EL NARANJO","Álvarez del Villar, J. 1970. Peces Mexicanos (Claves). Secretaría de Industria y Comercio, Instituto Nacional de Investigaciones Biológico Pesqueras. Comisión Nacional Consultiva de Pesca, México, D. F. 166 pp.","PRESERVED_SPECIMEN","Soto-Galera, E., L. Alcántara-Soria & J. Paulo-Maya. 2018. Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, Confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja. Escuela Nacional de Ciencias Biológicas. Instituto Politécnico Nacional. Base de datos SNIB-CONABIO, Proyecto No. LI038, HA026, FM027, FM017, W040, Y026, T027, S115, L051 y P006. Ciudad de México","P2007","El Salto, en las lagunetas laterales, San luis potosi, EL NARANJO, Mexico, NORTH_AMERICA","ENCB-IPN-P","37",NA,"NORTH_AMERICA",NA,70,"Mexico",161,"49071cc083acbeb23c5a8a2cd7190e16","ec79bfca-83fc-4f89-baad-9a76d320953b","Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja",13,0,0,"Otros Datos Ejemplar / Abundancia: 40 Otros Datos Ejemplar / Capturista: Adelina Otros Datos Ejemplar / FechaCapturaEjemplar: 14/02/2001 08:54:13 a. m.",0,0,256,NA,"1959-09-13",NA,"Poeciliidae",7659,"NO DISPONIBLE","Mexico","2629248029","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84",NA,"Mapa, INEGI, 1990, 1:1 000 000","Dulceacuícola","Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862","4103",NA,"Enríquez-Barragán, M. A.","6537fcff19c0d4581cfd8f2265afb87a",40,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","ENCB-IPN","17","e89b5741-a9de-46c8-9acf-01e785bc36ab",FALSE,"MX",FALSE,"DD",2629248029,"Animalia",1,"es","2023-08-31T06:54:40.190+00:00","2024-01-25T01:47:47.949+00:00","2024-01-25T01:47:47.949+00:00",22.595278,"http://creativecommons.org/licenses/by/4.0/legalcode","El Salto, en las lagunetas laterales","909",-99.435,"2021-03-19T00:00:00.000+00:00",9,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"6537fcff19c0d4581cfd8f2265afb87a",NA,"PRESENT","Cyprinodontiformes",547,NA,"Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Xiphophorus","Chordata",44,"Formol al 10%",NA,"SNIB-LI038-LI0381806F_SIB2018.10.02-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Aguilar, F.; Flores-Villegas, M.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)",NA,"Xiphophorus multilineatus Rauchenberger, Kallman & Morizot, 1990","178976","Xiphophorus multilineatus",2350194,"multilineatus",256,"d082a10757b61cb970933e1dd7421296",2350194,"ACCEPTED","SPECIES",NA,"Event","grados minutos segundos",NA,NA,"espada pigmeo rayado, livebearers, espada pigmea rayada",NA,1959,2024-08-29
