"","acceptedNameUsage","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","basisOfRecord","bibliographicCitation","catalogNumber","cloc","collectionCode","collectionID","collectionKey","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventTime","family","familyKey","fieldNumber","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferenceSources","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/captive","http://unknown.org/nick","identificationID","identifiedBy","identifier","individualCount","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","isSequenced","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","locality","locationID","locationRemarks","lon","modified","month","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","pointRadiusSpatialFit","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","references","rightsHolder","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","waterBody","year","downloadDate"
"1",NA,"Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",2350179,NA,"Hidalgo",NA,NA,"HUMAN_OBSERVATION",NA,"165642601","Hidalgo, Mexico, NORTH_AMERICA","Observations",NA,NA,"NORTH_AMERICA",15,"Mexico",482,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-06-05T01:49:03",26,NA,NA,NA,NA,NA,NA,146,NA,"2023-05-26",NA,"Poeciliidae",7659,NA,"Mexico","4130028137","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84",NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild","alerosa","371123683","alerosa","165642601",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,"MX",FALSE,"DD",4130028137,"Animalia",1,NA,"2024-08-28T11:44:48.200+00:00","2024-08-29T05:22:07.406+00:00","2024-08-29T05:22:07.406+00:00",20.924506,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,-98.577487,"2023-06-05T02:33:43.000+00:00",5,NA,NA,NA,"https://www.inaturalist.org/observations/165642601",NA,"PRESENT","Cyprinodontiformes",547,NA,NA,"Chordata",44,NA,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","alerosa","https://www.inaturalist.org/observations/165642601","alerosa","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",NA,NA,"Xiphophorus malinche",2350179,"malinche",146,"317464",2350179,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"2023/05/26","Calnali, Hgo., Messico",NA,NA,2023,2024-08-29
"2",NA,"Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",2350179,NA,"Hidalgo",NA,NA,"HUMAN_OBSERVATION",NA,"136101094","Hidalgo, Mexico, NORTH_AMERICA","Observations",NA,NA,"NORTH_AMERICA",4,"Mexico",482,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2022-09-22T23:30:40",22,NA,NA,NA,NA,NA,NA,265,NA,"2022-09-22T12:41:11","12:41:11-05:00","Poeciliidae",7659,NA,"Mexico","3915334232","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84",NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild","ken_a_thompson","299821049","Ken A. Thompson","136101094",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,"MX",FALSE,"DD",3915334232,"Animalia",1,NA,"2024-08-28T11:44:48.200+00:00","2024-08-29T06:10:08.898+00:00","2024-08-29T06:10:08.898+00:00",20.924888,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,-98.577548,"2022-09-23T21:19:25.000+00:00",9,NA,NA,NA,"https://www.inaturalist.org/observations/136101094",NA,"PRESENT","Cyprinodontiformes",547,NA,NA,"Chordata",44,NA,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","CA","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Ken A. Thompson","https://www.inaturalist.org/observations/136101094","Ken A. Thompson","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",NA,NA,"Xiphophorus malinche",2350179,"malinche",265,"317464",2350179,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"2022-09-22 12:41:11-05:00","Calnali, MX-HI, MX",NA,NA,2022,2024-08-29
"3","Xiphophorus malinche","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",2350179,NA,"Hidalgo","CALNALI","Miller, R. R., W. L. Minckley & S. M. Norris. 2005. Freshwater Fishes of Mexico. The University of Chicago Press. Chicago. 490 pp.","PRESERVED_SPECIMEN","Soto-Galera, E., L. Alcántara-Soria & J. Paulo-Maya. 2018. Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, Confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja. Escuela Nacional de Ciencias Biológicas. Instituto Politécnico Nacional. Base de datos SNIB-CONABIO, Proyecto No. LI038, HA026, FM027, FM017, W040, Y026, T027, S115, L051 y P006. Ciudad de México","P5923","Arroyo 2.48 km al Oeste de Calnali, Hidalgo, CALNALI, Mexico, NORTH_AMERICA","ENCB-IPN-P","37",NA,"NORTH_AMERICA",80,"Mexico",161,"5417790df262a41845ea89fe27cdb4c0","ec79bfca-83fc-4f89-baad-9a76d320953b","Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja",NA,1,0,0,NA,"TipoVegetacion / Otras comunidades leñosas Otros Datos Ejemplar / Capturista: eduardo Otros Datos Ejemplar / FechaCapturaEjemplar: 05/09/2011 02:06:37 p. m.",505,505,122,NA,"2008-05-01",NA,"Poeciliidae",7659,"NO DISPONIBLE","Mexico","2629254977","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84","Geoposicionador, Magellan Meridian Platinum, 10","Arroyo","Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862",NA,NA,"15445","Soto-Galera, E.","9127e7d647d48d575bd13aeb4faa8409",16,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","ENCB-IPN","17","e89b5741-a9de-46c8-9acf-01e785bc36ab",FALSE,"MX",FALSE,"DD",2629254977,"Animalia",1,"es","2023-08-31T06:54:40.190+00:00","2024-01-25T01:47:48.820+00:00","2024-01-25T01:47:48.820+00:00",20.892717,"http://creativecommons.org/licenses/by/4.0/legalcode","Arroyo 2.48 km al Oeste de Calnali","3494",NA,-98.610036,"2021-03-19T00:00:00.000+00:00",5,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"9127e7d647d48d575bd13aeb4faa8409",NA,"PRESENT","Cyprinodontiformes",547,"Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Xiphophorus","Chordata",44,NA,"Formol al 10%",NA,"SNIB-LI038-LI0381806F_SIB2018.10.02-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Soto-Galera, E.; Paulo-Maya, J.; Romero-Castillo, J.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990","161593",NA,"Xiphophorus malinche",2350179,"malinche",122,"606bb33dc6a53d80c6f2829fb846dfa6",2350179,"ACCEPTED","SPECIES",NA,"Event",NA,"grados minutos segundos",NA,NA,NA,"espada de Malinche, highland swordtail, livebearers",NA,2008,2024-08-29
"5","Xiphophorus malinche","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",2350179,NA,"Hidalgo","CALNALI","Álvarez-del Villar, J. 1970. Peces mexicanos (claves). Secretaría de Industria y Comercio, Dirección General de Pesca e Industrias Conexas, México, D.F. 165 pp. | Espinosa, P.H., Fuentes, P. M. & Gaspar, M. T. 1993. Publicaciones Especiales del Instituto de Biología. Listados Faunísticos de México. III. Peces dulceacuícolas mexicanos. Universidad Nacional Autónoma de México, México, 100 pp. | Miller, R. R., Minckley, W. L. & Norris, S. M. 2005. Freshwater fishes of Mexico. The University of Chicago Press, U.S.A. Chicago, IL. 652 pp.","PRESERVED_SPECIMEN","Díaz-Pardo E. 2009. Sistematización de la colección de peces del centro de México. Colección BUAQ-P. Facultad de Ciencias Naturales. Universidad Autónoma de Querétaro. Bases de datos SNIB-CONABIO, proyecto EC007. México, D. F.","UAQ-P-253","Puente Calnalí, Hidalgo, CALNALI, Mexico, NORTH_AMERICA","BUAQ-P","204",NA,"NORTH_AMERICA",80,"Mexico",290,"e40d743ad946e2d78ec2591c59268ac3","e8989ab2-94dc-4570-9783-c3ab92300872","Sistematización de la colección de peces del centro de México",NA,2,0,0,NA,"Otros Datos Ejemplar / Capturista: isaac Otros Datos Ejemplar / FechaCapturaEjemplar: 07/01/2008 10:50:46 a.m.",0,0,183,NA,"2007-07-02","00:00:00","Poeciliidae",7659,"NO DISPONIBLE","Mexico","1894766224","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84","Geoposicionador, Garmin etrex Legend., 5",NA,"Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862",NA,NA,"248","Díaz-Pardo E.","e7ba620ec36d9a954e9efd970de19f66",9,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","FCN-UAQ","53",NA,FALSE,"MX",FALSE,"DD",1894766224,"Animalia",1,"es","2023-08-31T07:04:28.109+00:00","2024-01-25T01:35:56.130+00:00","2024-01-25T01:35:56.130+00:00",20.8925,"http://creativecommons.org/licenses/by/4.0/legalcode","Puente Calnalí","82",NA,-98.592833,"2021-03-19T00:00:00.000+00:00",7,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"e7ba620ec36d9a954e9efd970de19f66",NA,"PRESENT","Cyprinodontiformes",547,"Facultad de Ciencias Naturales, Universidad Autónoma de Querétaro","Xiphophorus","Chordata",44,NA,"Alcohol isopropílico 70%",NA,"SNIB-EC007-EC0070911F_Corregida-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Díaz-Pardo E.; Méndez J. F.; Urbano H.; Garduño; Benítez R. A.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990","5020",NA,"Xiphophorus malinche",2350179,"malinche",183,"fe6e3c107e4bdaca3ebd36efbd3e7ae1",2350179,"ACCEPTED","SPECIES",NA,"Event",NA,"grados minutos segundos",NA,NA,NA,"espada de Malinche",NA,2007,2024-08-29
"9","Xiphophorus malinche","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",2350179,NA,"Hidalgo","TIANGUISTENGO","Álvarez-del Villar, J. 1970. Peces mexicanos (claves). Secretaría de Industria y Comercio, Dirección General de Pesca e Industrias Conexas, México, D.F. 165 pp. | Espinosa, P.H., Fuentes, P. M. & Gaspar, M. T. 1993. Publicaciones Especiales del Instituto de Biología. Listados Faunísticos de México. III. Peces dulceacuícolas mexicanos. Universidad Nacional Autónoma de México, México, 100 pp. | Miller, R. R., Minckley, W. L. & Norris, S. M. 2005. Freshwater fishes of Mexico. The University of Chicago Press, U.S.A. Chicago, IL. 652 pp.","PRESERVED_SPECIMEN","Díaz-Pardo E. 2009. Sistematización de la colección de peces del centro de México. Colección BUAQ-P. Facultad de Ciencias Naturales. Universidad Autónoma de Querétaro. Bases de datos SNIB-CONABIO, proyecto EC007. México, D. F.","UAQ-P-97","Arroyo Tenango en Xochicoatlán, Hidalgo, TIANGUISTENGO, Mexico, NORTH_AMERICA","BUAQ-P","204",NA,"NORTH_AMERICA",80,"Mexico",290,"e40d743ad946e2d78ec2591c59268ac3","e8989ab2-94dc-4570-9783-c3ab92300872","Sistematización de la colección de peces del centro de México",NA,23,0,0,NA,"Otros Datos Ejemplar / Capturista: julieta Otros Datos Ejemplar / FechaCapturaEjemplar: 13/11/2007 06:01:08 p.m.",0,0,114,NA,"2004-04-23","00:00:00","Poeciliidae",7659,"NO DISPONIBLE","Mexico","1894766192","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84","Geoposicionador, Garmin etrex Legend., 5",NA,"Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862",NA,NA,"48","Díaz-Pardo E.","7140b40467bb94cedf378976a30340da",14,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","FCN-UAQ","53",NA,FALSE,"MX",FALSE,"DD",1894766192,"Animalia",1,"es","2023-08-31T07:04:28.109+00:00","2024-01-25T01:35:55.798+00:00","2024-01-25T01:35:55.798+00:00",20.752778,"http://creativecommons.org/licenses/by/4.0/legalcode","Arroyo Tenango en Xochicoatlán","80",NA,-98.650833,"2021-03-19T00:00:00.000+00:00",4,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"7140b40467bb94cedf378976a30340da",NA,"PRESENT","Cyprinodontiformes",547,"Facultad de Ciencias Naturales, Universidad Autónoma de Querétaro","Xiphophorus","Chordata",44,NA,"Alcohol isopropílico 70%",NA,"SNIB-EC007-EC0070911F_Corregida-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Díaz-Pardo E.; Mejía H.; Urbano H.; Rivas J. M.; Gutiérrez A.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990","5020",NA,"Xiphophorus malinche",2350179,"malinche",114,"fe6e3c107e4bdaca3ebd36efbd3e7ae1",2350179,"ACCEPTED","SPECIES",NA,"Event",NA,"grados minutos segundos",NA,NA,NA,"espada de Malinche",NA,2004,2024-08-29
"11","Xiphophorus malinche","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",2350179,NA,"Hidalgo","CALNALI","Álvarez-del Villar, J. 1970. Peces mexicanos (claves). Secretaría de Industria y Comercio, Dirección General de Pesca e Industrias Conexas, México, D.F. 165 pp. | Miller, R. R., Minckley, W. L. & Norris, S. M. 2005. Freshwater fishes of Mexico. The University of Chicago Press, U.S.A. Chicago, IL. 652 pp. | Nelson, J. S. 2006. Fishes of the World. John Wiley & Sons, Inc. Fourth Edition. Hoboken, New Jersey. U.S.A. 601 pp.","PRESERVED_SPECIMEN","Díaz-Pardo E. 2009. Sistematización de la colección de peces del centro de México. Colección BUAQ-P. Facultad de Ciencias Naturales. Universidad Autónoma de Querétaro. Bases de datos SNIB-CONABIO, proyecto EC007. México, D. F.","UAQ-P-252","Puente Calnalí, Hidalgo, CALNALI, Mexico, NORTH_AMERICA","BUAQ-P","204",NA,"NORTH_AMERICA",80,"Mexico",290,"e40d743ad946e2d78ec2591c59268ac3","e8989ab2-94dc-4570-9783-c3ab92300872","Sistematización de la colección de peces del centro de México",NA,2,0,0,NA,"Otros Datos Ejemplar / Capturista: edmundo Otros Datos Ejemplar / FechaCapturaEjemplar: 21/08/2008 05:06:04 p.m.",0,0,184,NA,"2004-07-02","00:00:00","Poeciliidae",7659,"NO DISPONIBLE","Mexico","1894766198","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84","Geoposicionador, Garmin etrex Legend., 5",NA,"Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862",NA,NA,"1033","Díaz-Pardo E.","cfa467e881d17e08968b2b094c3f8fcb",25,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","FCN-UAQ","53",NA,FALSE,"MX",FALSE,"DD",1894766198,"Animalia",1,"es","2023-08-31T07:04:28.109+00:00","2024-01-25T01:35:56.042+00:00","2024-01-25T01:35:56.042+00:00",20.873889,"http://creativecommons.org/licenses/by/4.0/legalcode","Puente Calnalí","82",NA,-98.582778,"2021-03-19T00:00:00.000+00:00",7,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"cfa467e881d17e08968b2b094c3f8fcb",NA,"PRESENT","Cyprinodontiformes",547,"Facultad de Ciencias Naturales, Universidad Autónoma de Querétaro","Xiphophorus","Chordata",44,NA,"Alcohol isopropílico 70%",NA,"SNIB-EC007-EC0070911F_Corregida-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Díaz-Pardo E.; Méndez J. F.; Urbano H.; Garduño; Benítez R. A.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990","5020",NA,"Xiphophorus malinche",2350179,"malinche",184,"fe6e3c107e4bdaca3ebd36efbd3e7ae1",2350179,"ACCEPTED","SPECIES",NA,"Event",NA,"grados minutos segundos",NA,NA,NA,"espada de Malinche",NA,2004,2024-08-29
"12","Xiphophorus malinche","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",2350179,NA,"Hidalgo","ATLAPEXCO","Álvarez-del Villar, J. 1970. Peces mexicanos (claves). Secretaría de Industria y Comercio, Dirección General de Pesca e Industrias Conexas, México, D.F. 165 pp. | Espinosa, P.H., Fuentes, P. M. & Gaspar, M. T. 1993. Publicaciones Especiales del Instituto de Biología. Listados Faunísticos de México. III. Peces dulceacuícolas mexicanos. Universidad Nacional Autónoma de México, México, 100 pp. | Miller, R. R., Minckley, W. L. & Norris, S. M. 2005. Freshwater fishes of Mexico. The University of Chicago Press, U.S.A. Chicago, IL. 652 pp.","PRESERVED_SPECIMEN","Díaz-Pardo E. 2009. Sistematización de la colección de peces del centro de México. Colección BUAQ-P. Facultad de Ciencias Naturales. Universidad Autónoma de Querétaro. Bases de datos SNIB-CONABIO, proyecto EC007. México, D. F.","UAQ-P-92","Río Atlapexco, Hidalgo, ATLAPEXCO, Mexico, NORTH_AMERICA","BUAQ-P","204",NA,"NORTH_AMERICA",80,"Mexico",290,"e40d743ad946e2d78ec2591c59268ac3","e8989ab2-94dc-4570-9783-c3ab92300872","Sistematización de la colección de peces del centro de México",NA,23,0,0,NA,"Otros Datos Ejemplar / Capturista: julieta Otros Datos Ejemplar / FechaCapturaEjemplar: 13/11/2007 05:50:25 p.m.",0,0,204,NA,"2003-07-23","00:00:00","Poeciliidae",7659,"NO DISPONIBLE","Mexico","1894766182","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84","Geoposicionador, Garmin etrex Legend., 5",NA,"Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862",NA,NA,"41","Díaz-Pardo E.","2af5594e094b523369dfe47f7afb8013",4,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","FCN-UAQ","53",NA,FALSE,"MX",FALSE,"DD",1894766182,"Animalia",1,"es","2023-08-31T07:04:28.109+00:00","2024-01-25T01:35:56.101+00:00","2024-01-25T01:35:56.101+00:00",21.01525,"http://creativecommons.org/licenses/by/4.0/legalcode","Río Atlapexco","77",NA,-98.341556,"2021-03-19T00:00:00.000+00:00",7,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"2af5594e094b523369dfe47f7afb8013",NA,"PRESENT","Cyprinodontiformes",547,"Facultad de Ciencias Naturales, Universidad Autónoma de Querétaro","Xiphophorus","Chordata",44,NA,"Alcohol isopropílico 70%",NA,"SNIB-EC007-EC0070911F_Corregida-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Díaz-Pardo E.; Urbano H.; Montaño S.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990","5020",NA,"Xiphophorus malinche",2350179,"malinche",204,"fe6e3c107e4bdaca3ebd36efbd3e7ae1",2350179,"ACCEPTED","SPECIES",NA,"Event",NA,"grados minutos segundos",NA,NA,NA,"espada de Malinche",NA,2003,2024-08-29
"16","Xiphophorus malinche","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",2350179,NA,"San luis potosi","TAMAZUNCHALE",NA,"HUMAN_OBSERVATION","Gutiérrez-Yurrita P. J. 2002. Fauna acuática de importancia ecológica (crustáceos, insectos y peces) de la cuenca del río Moctezuma Querétaro-Hidalgo. Facultad de Ciencias Naturales. Universidad Autónoma de Querétaro. Bases de datos SNIB-CONABIO, proyecto S172. México, D. F.","NO DISPONIBLE","Río Patitla en las inmediaciones de la comunidad Patitla, San luis potosi, TAMAZUNCHALE, Mexico, NORTH_AMERICA","BUAQ-P","204",NA,"NORTH_AMERICA",70,"Mexico",289,"1cf091fb80d5d63faca5c9769867e667","e56a116e-0cfc-4382-a772-162ac2a44a7c","Fauna acuática de importancia ecológica (crustáceos, insectos y peces) de la cuenca del río Moctezuma Querétaro-Hidalgo",NA,19,0,0,NA,"TipoVegetacion / Selva mediana perennifolia Distrito de Riego: NA Otros Datos Ejemplar / Capturista: ALFREDO Otros Datos Ejemplar / FechaCapturaEjemplar: 03/05/2001 11:46:42 p.m. Otros Datos Ejemplar / MicroHabitat: A lo largo de todo el cauce.",0,0,109,NA,"2001-04-19","00:00:00","Poeciliidae",7659,"UAQB","Mexico","1895258699","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84","Mapa, INEGI, 1:25 000","Lótico, velocidad del cauce moderada, anchura aproximada de 5 m. profundidad promedio de 30 cm; litología del cauce cantos pequeños, piedras y arcillas.","Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862",NA,NA,"861","J.A. Morales O.","3643f0aec3ee3209f29304ee7cd6b114",NA,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","FCN-UAQ","53",NA,FALSE,"MX",FALSE,"DD",1895258699,"Animalia",1,"es","2023-08-31T07:07:40.492+00:00","2024-01-25T01:28:15.196+00:00","2024-01-25T01:28:15.196+00:00",21.291667,"http://creativecommons.org/licenses/by/4.0/legalcode","Río Patitla en las inmediaciones de la comunidad Patitla","45",NA,-98.806111,"2021-03-19T00:00:00.000+00:00",4,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"3643f0aec3ee3209f29304ee7cd6b114",NA,"PRESENT","Cyprinodontiformes",547,"Facultad de Ciencias Naturales, Universidad Autónoma de Querétaro","Xiphophorus","Chordata",44,NA,NA,NA,"SNIB-S172-S172210F-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","P.J. Gutiérrez Y.; J.A. Morales O.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990","377",NA,"Xiphophorus malinche",2350179,"malinche",109,"64cebcde1fefe69405dc107f55749ed6",2350179,"ACCEPTED","SPECIES",NA,"Event",NA,"grados minutos segundos",NA,NA,NA,"espada de Malinche",NA,2001,2024-08-29
"17","Xiphophorus malinche","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990",2350179,NA,"Hidalgo","ATLAPEXCO","Rauchenberger,M., K. D. Kallman & D. C. Morizot. 1990. Monophyly and Geography of the Rio Panuco Basin Swordtails (Genus Xiphophorus) with Descriptions of Four New Species. American Museum Novitates. (2975):1-141. American Museum of Natural History, U.S.A.","PRESERVED_SPECIMEN","Soto-Galera, E., L. Alcántara-Soria & J. Paulo-Maya. 2018. Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, Confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja. Escuela Nacional de Ciencias Biológicas. Instituto Politécnico Nacional. Base de datos SNIB-CONABIO, Proyecto No. LI038, HA026, FM027, FM017, W040, Y026, T027, S115, L051 y P006. Ciudad de México","P4955","Afluente del río Atlapexco en Tecolotitla a 3.7 km al SO de Atlapexco, poza, Hidalgo, ATLAPEXCO, Mexico, NORTH_AMERICA","ENCB-IPN-P","37",NA,"NORTH_AMERICA",80,"Mexico",161,"5417790df262a41845ea89fe27cdb4c0","ec79bfca-83fc-4f89-baad-9a76d320953b","Estado actual, identificación de riesgos y propuestas para el manejo de las especies invasoras presentes en las regiones hidrológicas prioritarias, confluencia de las Huastecas, Media Luna y Cabecera del río de La Laja",NA,19,0,0,NA,"TipoVegetacion / Otras comunidades leñosas Otros Datos Ejemplar / Capturista: Adelina Otros Datos Ejemplar / FechaCapturaEjemplar: 05/09/2011 02:06:37 p. m. Otros Datos Ejemplar / MicroHabitat: Poza",92.5,92.5,79,NA,"2000-03-19",NA,"Poeciliidae",7659,"NO DISPONIBLE","Mexico","2629253332","LATIN_AMERICA","Xiphophorus","Xiphophorus",2350152,"WGS84","Mapa, INEGI, 1982, 1:1 000 000","Afluente del río","Animalia; Chordata; Osteichthyes; Cyprinodontiformes; Poeciliidae; Xiphophorus",NA,"ff90b050-c256-11db-b71b-b8a03c50a862",NA,NA,"14838","Soria-Barreto, M.; Soto-Galera, E.","01e8f7ad08a3af40e5dd8588b459b06e",7,"e081c7d7-2dab-42fd-94c4-9f275767fe7d","ENCB-IPN","17","e89b5741-a9de-46c8-9acf-01e785bc36ab",FALSE,"MX",FALSE,"DD",2629253332,"Animalia",1,"es","2023-08-31T06:54:40.190+00:00","2024-01-25T01:47:43.241+00:00","2024-01-25T01:47:43.241+00:00",21.004444,"http://creativecommons.org/licenses/by/4.0/legalcode","Afluente del río Atlapexco en Tecolotitla a 3.7 km al SO de Atlapexco, poza","3400",NA,-98.358055,"2021-03-19T00:00:00.000+00:00",3,"Fricke, Eschmeyer & van der Laan, 2020","0",NA,"01e8f7ad08a3af40e5dd8588b459b06e",NA,"PRESENT","Cyprinodontiformes",547,"Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Xiphophorus","Chordata",44,NA,"Formol al 10%",NA,"SNIB-LI038-LI0381806F_SIB2018.10.02-ND","EML","LATIN_AMERICA","MX","ff90b050-c256-11db-b71b-b8a03c50a862","Soto-Galera, E.; Paulo-Maya, J.; Enríquez-Barragán, M. A.; Soria-Barreto, M.; Iruegas-Bustamante, S.; Castro-Hernández, M.",NA,"Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)","Xiphophorus malinche Rauchenberger, Kallman & Morizot, 1990","161593",NA,"Xiphophorus malinche",2350179,"malinche",79,"606bb33dc6a53d80c6f2829fb846dfa6",2350179,"ACCEPTED","SPECIES",NA,"Event",NA,"grados minutos segundos",NA,NA,NA,"espada de Malinche, highland swordtail, livebearers",NA,2000,2024-08-29
