"","get.especiecurrent..Especie","get.especiecurrent..X","get.especiecurrent..Y"
"1","Xiphophorus nigrensis",-98.957778,21.75
"2","Xiphophorus nigrensis",-98.900001,21.799999
"3","Xiphophorus nigrensis",-98.8792,21.9897
"4","Xiphophorus nigrensis",-98.966667,22.083333
"5","Xiphophorus nigrensis",-99.016667,21.712569
