"","get.especiecurrent..Especie","get.especiecurrent..X","get.especiecurrent..Y"
"1","Xiphophorus multilineatus",-98.900001,21.799999
"2","Xiphophorus multilineatus",-98.9572,21.7496
"3","Xiphophorus multilineatus",-98.923055,21.997222
"4","Xiphophorus multilineatus",-98.903889,21.700278
"7","Xiphophorus multilineatus",-99.435,22.595278
"8","Xiphophorus multilineatus",-98.892778,21.754167
