x,y,raw,cumulative,Cloglog
-99.662180296819,20.144604098652998,5.56982E-11,0.00000138,0.000000082
-99.09551366655501,19.852937450723,4.75395E-9,0.000284838,0.00000699
-99.695513628011,23.936270521742998,2.87326E-11,0.000000568,0.000000042
-97.912180409239,22.286270627739,3.42811E-4,24.019027794,0.395945045
-100.42884691423501,22.302937293335,5.46949E-8,0.003438051,0.000080424
-98.137180394785,21.027937375241,4.59912E-5,2.82088991,0.065392229
-99.47884697526301,22.144603970172998,2.70065E-9,0.000157333,0.000003971
-100.362180251851,22.736270598831,5.7659E-9,0.000331189,0.000008478
-100.245513592679,21.844603989444998,2.25205E-8,0.001282244,0.000033115
-98.528847036291,22.919603920387,1.08461E-5,0.317726242,0.015822195
-98.77051368743301,21.502937344727,1.29404E-3,65.705061326,0.850855218
-98.570513700281,21.469604013535,1.33672E-4,8.492624262,0.178447291
-99.253846989717,20.636270733735,1.64024E-12,0.000000009,0.000000002
-99.328846984899,21.727937330273,1.05708E-5,0.307039123,0.015423834
-99.22051365852501,22.944603918781,3.24228E-5,1.73761951,0.046557791
-99.64551363122301,23.927937188945,1.12567E-10,0.000003231,0.000000166
-100.978846878903,21.761270661464998,1.26537E-7,0.008841888,0.000186051
-98.52051370349301,19.711270793157,7.72829E-9,0.000440522,0.000011364
-98.920513677797,20.427937413785,1.82412E-11,0.00000032,0.000000027
-99.170513661737,21.277937359181,2.01512E-9,0.000110828,0.000002963
-100.67884689817501,22.052937309395,2.81454E-9,0.000163956,0.000004139
-99.84551361837501,22.044603976597,6.56396E-7,0.03443794,0.000964739
-98.620513697069,20.019604106682998,2.07135E-10,0.000007111,0.000000305
-98.553847034685,19.836270785127,3.98109E-11,0.000000842,0.000000059
-99.453846976869,21.561270674313,1.24276E-7,0.00870373,0.000182726
-99.662180296819,23.919603856147,2.43611E-11,0.000000475,0.000000036
-99.203846992929,22.102937306183,3.00653E-4,20.596943452,0.35731349
-99.495513640859,20.769604058503,7.84379E-8,0.005262466,0.000115333
-99.245513656919,20.619604068139,2.81625E-12,0.00000002,0.000000004
-98.77051368743301,21.877937320637,4.98181E-4,34.830190899,0.519321413
-98.93718034339301,19.611270799581,9.22368E-8,0.006313607,0.000135621
-98.553847034685,21.777937327061,1.56861E-4,10.141258206,0.205988714
-100.328846920659,21.336270688767,4.49283E-8,0.002706988,0.000066063
-99.88718028236501,20.986270711251,3.35047E-8,0.00198515,0.000049266
-99.995513608739,21.436270682343,2.79661E-7,0.018555725,0.000411147
-100.05384693832501,21.177937365605,1.6015E-9,0.000084344,0.000002355
-99.67884696241501,23.911270523349,1.51648E-10,0.000004684,0.000000223
-99.253846989717,21.319604023171,9.77377E-8,0.006768926,0.000143709
-99.153846996141,19.244604156469,5.04387E-11,0.000001153,0.000000074
-98.495513705099,21.302937357575,8.73168E-5,5.465227343,0.120494932
-98.545513701887,22.752937264427,1.80307E-4,12.47088542,0.232897249
-98.56218036748301,19.677937461964998,1.10701E-8,0.00064847,0.000016278
-99.628846965627,23.911270523349,1.28614E-10,0.000003795,0.000000189
-100.620513568589,21.886270653434998,2.51843E-8,0.001452815,0.000037032
-99.078847000959,20.502937408967,1.56296E-10,0.000004885,0.00000023
-98.345513714735,22.402937286910998,2.20175E-5,0.886710505,0.031857384
-99.703846960809,23.902937190551,5.4245E-11,0.000001336,0.00000008
-100.103846935113,22.419603952507,9.47666E-8,0.0065288,0.000139341
-98.578847033079,21.077937372028998,2.44621E-5,1.045378934,0.035331271
-100.503846909417,21.944603983021,3.99537E-8,0.002402174,0.000058749
-100.087180269517,22.069603974991,2.53777E-6,0.095209011,0.003724734
-100.05384693832501,22.361270622920998,1.98832E-7,0.013755335,0.000292331
-99.51218030645501,22.911270587589,1.22547E-6,0.053190191,0.00180039
-98.695513692251,22.694603934841,1.99371E-4,14.000051617,0.254102854
-99.34551365049501,21.927937317425,3.63607E-5,2.07086974,0.052062828
-99.912180280759,20.877937384877,1.303E-8,0.000764314,0.00001916
-100.620513568589,22.002937312607,2.31597E-10,0.000007851,0.000000341
-98.628847029867,20.444604079381,2.06371E-9,0.000113886,0.000003035
-99.60384696723301,23.902937190551,1.3031E-10,0.000003886,0.000000192
-98.43718037551301,22.461270616497,1.11861E-5,0.334296081,0.016314195
-98.695513692251,22.402937286910998,1.60145E-4,10.490529754,0.209813978
-99.695513628011,23.894603857752998,6.66157E-11,0.000001689,0.000000098
-99.35384698329301,19.861270783521,2.48024E-8,0.001425319,0.00003647
-97.878847078047,22.177937301365,1.17966E-4,7.454275062,0.159252489
-98.570513700281,20.852937386483,2.06925E-5,0.805667066,0.02996926
-99.662180296819,23.894603857752998,2.0698E-10,0.000007091,0.000000304
-100.437180247033,22.319603958930998,6.47237E-8,0.004166475,0.000095169
-100.92884688211501,21.861270655041,1.83523E-7,0.012891989,0.000269827
-99.06218033536301,20.619604068139,2.29172E-11,0.000000444,0.000000034
-99.962180277547,21.527937343121,3.22497E-7,0.021017152,0.000474107
-98.528847036291,19.561270802793,4.24194E-10,0.000017673,0.000000624
-99.60384696723301,20.602937402543,9.80433E-8,0.006808104,0.000144158
-99.60384696723301,23.894603857752998,1.32479E-10,0.000003965,0.000000195
-99.828846952779,22.161270635769,7.93805E-8,0.005317669,0.000116719
-98.262180386755,21.469604013535,3.25845E-5,1.74413374,0.0467845
-98.662180361059,22.719603933235,9.76201E-5,6.10212895,0.133719628
-100.070513603921,21.911270651829,2.78784E-6,0.102410812,0.00409102
-99.053847002565,21.836270656647,2.53287E-3,92.456669592,0.975874591
-100.703846896569,21.702937331879,4.67703E-7,0.027116538,0.000687503
-98.68718035945301,21.136270701615,1.77387E-5,0.585498892,0.025746793
-98.570513700281,19.977937442693,1.33857E-10,0.000004058,0.000000197
-98.820513684221,22.002937312607,4.19066E-4,29.753727646,0.460018275
-98.670513693857,20.036270772279,3.07846E-10,0.000011543,0.000000453
-99.320513652101,20.919604048867,1.19113E-10,0.000003451,0.000000175
-98.18718039157301,20.786270724098998,4.90797E-4,34.53326241,0.51407362
-99.653846964021,23.886270524955,1.93537E-10,0.000006569,0.000000285
-98.81218035142301,19.611270799581,9.9664E-10,0.000049854,0.000001466
-99.378846981687,22.711270600437,4.82499E-4,33.948923577,0.508107964
-98.578847033079,19.744604124349,2.93056E-9,0.00017113,0.000004309
-99.070513668161,20.286270756219,9.14175E-11,0.000002544,0.000000134
-99.195513660131,20.594604069745,1.6386E-10,0.000005221,0.000000241
-98.453847041109,22.094603973385,2.79715E-5,1.302486508,0.040296548
-99.487180308061,22.311270626133,4.27957E-9,0.000261578,0.000006293
-98.037180401209,22.036270643799,4.24961E-5,2.573164953,0.060576429
-98.987180340181,21.702937331879,3.41781E-3,97.391444519,0.993433419
-100.362180251851,21.686270666283,1.6035E-7,0.011160994,0.000235761
-98.85384701541301,20.627937400937,1.12327E-9,0.000057041,0.000001652
-100.362180251851,21.727937330273,2.7095E-8,0.001586019,0.000039841
-99.30384698650501,22.827937259609,4.27272E-4,30.220382158,0.466495049
-100.26218025827501,21.336270688767,2.47822E-9,0.000141578,0.000003644
-100.870513552529,21.894603986233,4.59042E-7,0.026697803,0.000674776
-98.47884703950301,19.977937442693,9.17343E-12,0.000000129,0.000000013
-99.703846960809,23.877937192157,1.29545E-10,0.000003834,0.00000019
-97.970513738825,21.219604029595,5.48139E-5,3.463426279,0.077438918
-99.420513645677,22.711270600437,3.68443E-4,25.371216643,0.418288869
-99.895513615163,20.094604101865,1.41498E-10,0.000004375,0.000000208
-99.120513664949,22.036270643799,9.1127E-4,53.262681993,0.738151216
-99.67884696241501,20.477937410573,2.15698E-8,0.001227108,0.000031717
-98.68718035945301,20.027937439481,3.38399E-10,0.000013513,0.000000498
-101.145513534863,21.894603986233,1.07798E-7,0.007494841,0.000158501
-99.745513624799,21.386270685555,7.76577E-10,0.00003837,0.000001142
-99.003847005777,20.402937415391,7.39917E-10,0.000035791,0.000001088
-98.587180365877,21.586270672707,1.54276E-4,9.907812892,0.202964932
-98.02051373561301,21.677937333484998,2.89636E-5,1.410724879,0.041695685
-98.837180349817,22.611270606860998,8.23931E-4,50.293928738,0.702267363
-101.070513539681,21.886270653434998,3.5754E-8,0.002130412,0.000052573
-99.612180300031,21.452937347939,2.25655E-7,0.015460927,0.000331762
-100.320513587861,22.327937291729,2.29967E-7,0.015734605,0.000338101
-98.378847045927,22.244603963749,1.00729E-5,0.294617896,0.014702606
-100.203846928689,22.186270634162998,5.17425E-7,0.02907803,0.000760565
-99.778846955991,20.277937423421,4.34944E-9,0.000267198,0.000006396
-99.570513636041,20.286270756219,1.93868E-10,0.000006608,0.000000285
-98.10384706359301,21.719603997474998,4.4737E-5,2.734759208,0.063666906
-99.870513616769,21.086270704827,2.09029E-8,0.001193069,0.000030736
