Predictor variable,Categorical,Sample average
bio14,false,25.753915150960285
bio18,false,569.8121948242188
bio3,false,52.15175692240397
bio4,false,394.6174011230469
bio7,false,22.727670033772785
bio9,false,20.475821495056152
distanciarios,false,0.08197133056819439
elevacion,false,128.33333333333334
primaria,false,114.83333333333333
