X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-99.033333,23.366667,train,7.325691005413982E-4,56.29711317049502,0.7258714289820833
-98.925,23.308333,train,0.0021980597249772987,87.65719091416284,0.979413025888719
-98.916667,23.3,train,0.002239158986918815,89.87354924527482,0.9808547907933826
-98.814591,23.234555,train,6.472637893221208E-4,51.1457880727185,0.681284846586566
-98.975,23.208333,train,4.898936926997338E-4,42.54501456673096,0.5791366920094735
-98.966667,23.2,train,5.507613469227493E-4,46.26729149402024,0.6220434747009698
-99.141667,23.141667,train,0.003535160019355428,99.27752676462279,0.9980602977465391
-99.114722,23.139444,train,0.0026147435312265316,94.43212336178256,0.990139428765074
-99.14748,23.122185,train,0.003291251709627646,97.89675775971429,0.997015526367186
-99.093333,23.030833,train,0.0025053523638740222,93.65820553033993,0.988037284663047
-98.998611,22.95,train,0.0011659733814152222,71.122409721896,0.8725219287055148
-99.041667,22.925,train,0.001553955535490616,78.81505553548493,0.9357658945749663
-99.033333,22.916667,train,0.0015307103437372299,78.3023425356215,0.933073211749907
-99.245278,22.868333,train,8.642805484003871E-4,61.70192485684805,0.7827789442507953
-99.048611,22.838056,train,0.002021013651594042,85.3311481397919,0.9718533455529474
-99.206667,22.836389,train,0.0011465446660921448,70.56354772166114,0.8680705688015199
-98.916667,22.833333,train,7.982883530078008E-4,59.312217823340035,0.7559196510332289
-99.235099,22.823085,train,6.258310477752903E-4,49.79291783068502,0.668985926644059
-99.009722,22.819722,train,0.001858373567472799,83.76019514599199,0.9624847018797943
-99.0,22.8,train,0.0014689801465429901,76.98251369413582,0.9253618329006436
-98.707222,22.792778,train,7.311337468622691E-4,56.23925673196534,0.7251754394855545
-99.08415,22.75795,train,8.606066238134293E-4,61.57932024625023,0.7813645157317239
-98.666667,22.75,train,7.557518976982865E-4,57.26737880321902,0.7368715127458146
-99.021111,22.714444,train,5.903585792307757E-4,47.92999007137496,0.6475789496991329
-99.3832,22.5861,train,8.40377219217292E-5,4.348128038207766,0.1379665538636221
-99.288055,22.5125,train,2.4055440054767158E-4,22.63458370400399,0.34620660517090296
-97.925,22.258333,train,7.935818131648293E-5,3.9579515239895886,0.1308106841500557
-97.916667,22.2,train,7.568395196642614E-5,3.638443903192757,0.12515051245607212
-98.166667,22.166667,train,8.75951336521886E-5,4.649729227739945,0.14336704199012362
-99.141667,22.141667,train,1.454221213265127E-4,10.894103501791877,0.22655677501371596
-99.133333,22.133333,train,3.411473505397369E-4,32.67401610317585,0.45265260958450615
-99.083333,22.033333,train,0.0011707838050007764,71.30225602011511,0.8736006605302682
-99.033333,22.0,train,0.0012153352101983263,72.6583652163647,0.8831674568994908
-99.0211,21.987091,train,0.0011519179012589279,70.83181971650254,0.8693169665265692
-99.1925,21.975833,train,7.027352123487473E-4,54.732764962736496,0.711036078717979
-99.253449,21.971841,train,7.533623055318341E-4,57.048189810555044,0.7357583789320965
-98.946389,21.881944,train,0.0013638337878810873,74.71957950651823,0.910126442285469
-98.5,21.866667,train,5.776183468758743E-4,47.46382185238057,0.6395571023727901
-98.937222,21.846667,train,0.0016879200137265246,82.54173160209915,0.9493027134068912
-98.966667,21.833333,train,0.0015914596403385766,79.8410229677518,0.9398837925563907
-98.437222,21.754722,train,6.929160865021434E-4,54.32106845904779,0.7059798424980577
-97.971667,21.679167,train,1.1051154237767756E-4,7.018566622097254,0.1773545004795647
-97.993611,21.663333,train,1.6066570274178758E-4,12.933263741200602,0.24710714592761707
-98.991667,21.623056,train,2.2029710997050226E-4,20.472914583811054,0.3223858932989113
-98.425,21.591667,train,8.432288378449096E-4,60.771715007497185,0.7745483960467259
-98.416667,21.583333,train,8.738021524597485E-4,62.08283544659971,0.7864022357048637
-98.375,21.535833,train,9.800041424230944E-4,65.6850300827713,0.8229418886628275
-98.417222,21.523611,train,4.4370970944430677E-4,39.51081377324925,0.543359324078303
-98.366389,21.508611,train,9.081245858895251E-4,63.26003092002333,0.7989687114507601
-98.336667,21.425278,train,3.307268501404368E-4,31.802970032726975,0.44248324270126727
-98.841667,21.425,train,0.0010876850998978091,68.78337583640823,0.8536137618451021
-98.841667,21.375,train,8.498195688895602E-4,61.02576687795945,0.7771581514383283
-98.833333,21.366667,train,5.067508798348957E-4,43.66733382821105,0.5914851949237953
-98.832545,21.343326,train,5.622218357854401E-4,46.7783796872977,0.6296186857870791
-98.821389,21.329444,train,6.609422668166144E-4,52.07620031991001,0.6888941082903788
-98.833333,21.3,train,1.0240830454465566E-4,6.271033576181212,0.16549347481218613
-98.25,21.3,train,2.2579072442507157E-4,21.084605001269505,0.3289303503169231
-98.466667,21.25,train,1.0884722921572825E-4,6.871942172712166,0.1749322162468322
-99.133333,23.133333,test,0.0014954854582673368,77.6237870185025,0.9287761550932262
-99.034444,23.172778,test,1.0531183220872082E-4,6.574287978736319,0.1697630146596243
-99.416667,23.416667,test,2.7855632816345926E-6,0.04165462980132005,0.004908893498175693
-98.952778,21.926389,test,9.821535252479588E-4,65.75088499107929,0.8236129219310546
-99.0,21.916667,test,0.0011252700923228352,70.1479263877328,0.8630178161779667
-99.091667,22.041667,test,0.0012841698925752044,74.06585264098084,0.8965448520347018
-99.1425,22.992,test,0.002899314646486381,97.00623041906768,0.9940355300155905
-98.956667,21.750278,test,5.749002409250007E-4,47.283504085842026,0.6378221614490416
-98.771389,21.359167,test,0.0011158434170130942,69.94931334997169,0.860717526314368
-98.833333,21.416667,test,6.681994454812739E-4,52.56157501046229,0.6928571970501664
-99.041667,21.975,test,0.0010197044288826652,66.65123043347043,0.8349343315251556
-98.258333,21.308333,test,2.0249953104795287E-4,18.403367821520696,0.3007424002579606
-97.916667,22.25,test,8.084584116707145E-5,4.081220376253086,0.13309200401131926
-98.508333,21.875,test,5.668899471448155E-4,47.01632225922308,0.632660547593257
